Site_Name,LATITUDE,LONGITUDE,C2H4Demand [kg/year],HCOOHDemand  [kg/year],CODemand  [kg/year],Feedstock [tCO2/year],Facility Type,Source,COMPANY,STATE,CO2CAPCOST [$/tCO2],Generation,Useful_ThermalE,elec[$/kWh]
Arthur Von Rosenberg,-916879.9658,-231823.0544,0,0,0,0,GAS_SMALL,EIA,unknown,TX,235,1183194000,0,0.05
St Marys,400831.2358,972666.8684,0,0,0,89.32,GAS_SMALL,EIA,unknown,OH,235,88617,0,0.07
Valmont,320036.8921,-777269.9564,0,0,0,0,GAS_SMALL,EIA,unknown,CO,235,-139000,0,0.07
Inner Harbor East Heating,368579.4475,1646623.062,0,0,0,5.09,GAS_SMALL,EIA,unknown,MD,235,11000,0,0.11
Lauderdale,-1139206.604,1587842.715,0,0,0,0,GAS_SMALL,EIA,unknown,FL,235,782252128,0,0.08
Port Everglades,-1136141.55,1594809.572,0,0,0,0,GAS_SMALL,EIA,unknown,FL,235,2387419228,0,0.08
John H Warden,1056768.805,577976.2477,0,0,0,69.1,GAS_SMALL,EIA,unknown,MI,235,86206,0,0.03
Cumberland (WI),904775.5224,310634.4453,0,0,0,26.91,GAS_SMALL,EIA,unknown,WI,235,46796,0,0.07
Beaver County,463123.3507,1307195.271,1500000000,0,0,0,Ethane Cracker,Search,Shell Chemicals Ltd.,PA,0,0,0,0.09
Calvert City,-22950.84986,674668.8409,331122160,0,0,0,Ethane Cracker,EIA,Westlake Petrochemicals Corp.,KY,0,0,0,0.08
Cedar Bayou,-856492.837,105008.8615,1500000000,0,0,0,Ethane Cracker,EIA,Chevron Phillips Chemical Co. LP,TX,0,0,0,0.05
Channelview,-856104.2547,85188.90875,498951200,0,0,0,Ethane Cracker,EIA,Equistar Chemicals LP (LyondellBasell),TX,0,0,0,0.05
Freeport Energy,-949038.7644,57805.3471,0,0,0,0,GAS_SMALL,EIA,unknown,TX,235,804369590,0,0.05
Freeport Energy Center,-949311.2153,58984.05926,0,0,0,0,GAS_SMALL,EIA,unknown,TX,235,282060480,0,0.05
Hoisington,117036.9093,-239634.1582,0,0,0,48.98,GAS_SMALL,EIA,unknown,KS,235,83102,0,0.08
Cape Canaveral,-887282.5217,1489224.74,0,0,0,0,GAS_SMALL,EIA,unknown,FL,235,2252226716,0,0.08
Ellinwood,98813.62957,-223602.9081,0,0,0,9.29,GAS_SMALL,EIA,unknown,KS,235,-139310,0,0.08
Granite City,904361.0785,145137.8493,0,0,0,263.23,GAS_SMALL,EIA,unknown,MN,235,-511265,0,0.08
University of Northern Iowa,566947.6193,289087.8529,0,0,0,99.14,GAS_SMALL,EIA,unknown,IA,235,37654,901,0.06
Bear Garden,165703.8235,1538265.636,0,0,0,0,GAS_SMALL,EIA,unknown,VA,235,1551143012,0,0.06
Port Everglades,-1136141.55,1594809.572,0,0,0,234.47,GAS_SMALL,EIA,unknown,FL,235,0,0,0.08
Waverly Municipal Electric North Plant,591271.1739,287205.3971,0,0,0,81.89,GAS_SMALL,EIA,unknown,IA,235,150573,0,0.08
Dartmouth Power Associates LP,737784.299,2042575.558,0,0,0,158.73,GAS_SMALL,EIA,unknown,MA,235,0,0,0.13
J Lamar Stall Unit,-554634.0903,209259.1955,0,0,0,0,GAS_SMALL,EIA,unknown,LA,235,1019729000,0,0.07
Chocolate Bayou (Equistar),-920434.5124,76532.69918,544310400,0,0,0,Ethane Cracker,EIA,Equistar Chemicals LP (LyondellBasell),TX,0,0,0,0.05
Chocolate Bayou (INEOS),-922302.1484,78343.22741,1730001795,0,0,0,Ethane Cracker,EIA,INEOS Olefins and Polymers,TX,0,0,0,0.05
RS Cogen,-809192.0035,259578.4649,0,0,0,0,GAS_SMALL,EIA,unknown,LA,235,304307430,0,0.03
New Hampton,629383.5296,298030.2832,0,0,0,88.57,GAS_SMALL,EIA,unknown,IA,235,166752,0,0.07
Clinton,496789.1816,470366.9929,370000000,0,0,0,Ethane Cracker,EIA,Equistar Chemicals LP (LyondellBasell),IA,0,0,0,0.07
Princeton (IL),452890.2615,541998.3897,0,0,0,41.82,GAS_SMALL,EIA,unknown,IL,235,93609,0,0.06
Silas Ray,-1287360.487,-153853.1743,0,0,0,0,GAS_SMALL,EIA,unknown,TX,235,4758000,0,0.06
Oroville Cogeneration LP,514498.9056,-2152327.845,0,0,0,138.73,GAS_SMALL,EIA,unknown,CA,235,156000,1219,0.12
David City,421263.8943,-93052.71412,0,0,0,5.36,GAS_SMALL,EIA,unknown,NE,235,10340,0,0.1
Poplar Bluff Generating Station,-68314.81048,495855.5414,0,0,0,125.41,GAS_SMALL,EIA,unknown,MO,235,212753,0,0.07
Marshall (MI),587183.6169,904194.017,0,0,0,144.67,GAS_SMALL,EIA,unknown,MI,235,31566,0,0.08
Stingray Facility,-860973.9676,231131.4451,0,0,0,12.31,GAS_SMALL,EIA,unknown,LA,235,9800,0,0.04
Emery Station,629539.8557,219244.6559,0,0,0,0,GAS_SMALL,EIA,unknown,IA,235,966055000,0,0.07
Hartzog,746773.3801,-762398.3592,0,0,0,251.71,GAS_SMALL,EIA,unknown,WY,235,244000,0,0.07
Barber Creek,736765.9817,-782494.6891,0,0,0,248.64,GAS_SMALL,EIA,unknown,WY,235,219000,0,0.07
Jackson (MO),5616.60844,555597.1737,0,0,0,72.12,GAS_SMALL,EIA,unknown,MO,235,69972,0,0.07
Cedar Bayou 4,-864374.295,104102.6559,0,0,0,0,GAS_SMALL,EIA,unknown,TX,235,209128000,0,0.05
"Charleston, SC",-400711.3895,1490041.33,0,135658,0,0,Import,"HIFLD, USITC","Charleston, SC",SC,0,0,0,0.07
"Savannah, GA",-495990.7557,1394453.356,0,583200,0,0,Import,"HIFLD, USITC","Savannah, GA",GA,0,0,0,0.06
Atlantic,438430.3398,82960.60096,0,0,0,95,GAS_SMALL,EIA,unknown,IA,235,134104,0,0.06
Hopewell Cogeneration,138024.4976,1633221.279,0,0,0,0,GAS_SMALL,EIA,unknown,VA,235,343577259,0,0.07
Riverton,-47108.73074,114607.9959,0,0,0,0,GAS_SMALL,EIA,unknown,KS,235,446589000,0,0.07
Cherokee County Cogen,-173557.4063,1296075.056,0,0,0,0,GAS_SMALL,EIA,unknown,SC,235,178123040,0,0.04
Comanche (OK),-328505.5416,-211627.0533,0,0,0,0,GAS_SMALL,EIA,unknown,OK,235,76099000,0,0.04
Midulla Generating Station,-995789.5272,1386465.071,0,0,0,0,GAS_SMALL,EIA,unknown,FL,235,1211358552,0,0.18
Hardee Power Station,-996380.2912,1386442.728,0,0,0,0,GAS_SMALL,EIA,unknown,FL,235,143326000,0,0.18
Clark (NVE),11575.52595,-1688648.709,0,0,0,0,GAS_SMALL,EIA,unknown,NV,235,191734000,0,0.07
Las Vegas Generating Station,28694.23676,-1691668.664,0,0,0,0,GAS_SMALL,EIA,unknown,NV,235,79851000,0,0.07
Saguaro Power,5856.471474,-1686257.302,0,0,0,0,GAS_SMALL,EIA,unknown,NV,235,198700860,0,0.07
Tipton,488872.3481,401596.5046,0,0,0,2.92,GAS_SMALL,EIA,unknown,IA,235,6130,0,0.07
Corpus Christi,-1078333.377,-156661.0772,1100000000,0,0,0,Ethane Cracker,EIA,Equistar Chemicals LP (LyondellBasell),TX,0,0,0,0.05
Auburn State Street,768161.068,1564504.094,0,0,0,10.51,GAS_SMALL,EIA,unknown,NY,235,13000,0,0.07
Laurel,552786.4108,-89182.55498,0,0,0,19.11,GAS_SMALL,EIA,unknown,NE,235,3881,0,0.13
Jack McDonough,-347351.8873,1056490.864,0,0,0,0,GAS_SMALL,EIA,unknown,GA,235,-114000,0,0.06
TAC-Distributed Energy Resource Int.,316989.9674,654820.5021,0,0,0,2.87,GAS_SMALL,EIA,unknown,IL,235,2000,0,0.06
Beaver,1267760.001,-2073976.797,0,0,0,0,GAS_SMALL,EIA,unknown,OR,235,129568000,0,0.04
Foster Wheeler Martinez,367494.2786,-2237598.477,0,0,0,0,GAS_SMALL,EIA,unknown,CA,235,114671000,0,0.12
Richmond Cogen,366456.5829,-2267912.531,0,0,0,0,GAS_SMALL,EIA,unknown,CA,235,76628922,0,0.12
Martinez Refining,367929.6156,-2242245.778,0,0,0,0,GAS_SMALL,EIA,unknown,CA,235,107633863,0,0.12
Hopewell Power Station,138670.0727,1632924.918,0,0,0,58.64,GAS_SMALL,EIA,unknown,VA,235,67614,0,0.07
Clay Center,210607.9062,-96217.41788,0,0,0,255.8,GAS_SMALL,EIA,unknown,KS,235,-694828,0,0.13
L L Wilkins,-356962.7541,497119.2779,0,0,0,204.27,GAS_SMALL,EIA,unknown,MS,235,61000,0,0.07
L L Wilkins,-356962.7541,497119.2779,0,0,0,182.83,GAS_SMALL,EIA,unknown,MS,235,165000,0,0.07
Burlington (KS),77748.68869,21692.34283,0,0,0,2.55,GAS_SMALL,EIA,unknown,KS,235,5578,0,0.1
"Chicago, IL",521736.6625,688138.458,0,279770,0,0,Import,"HIFLD, USITC","Chicago, IL",IL,0,0,0,0.06
ITT Cogen Facility,515988.1611,689434.0735,0,0,0,95.1,GAS_SMALL,EIA,unknown,IL,235,109227,0,0.06
McWilliams,-636616.9939,900801.4366,0,0,0,0,GAS_SMALL,EIA,unknown,AL,235,1335277155,0,0.06
Museum of Science and Industry,511431.9606,693620.9101,0,0,0,51.74,GAS_SMALL,EIA,unknown,IL,235,0,0,0.06
Triton East and West Cogen,523632.299,670808.8776,0,0,0,26.16,GAS_SMALL,EIA,unknown,IL,235,124000,0,0.06
Westbrook Energy Center Power Plant,965129.8013,2033284.952,0,0,0,0,GAS_SMALL,EIA,unknown,ME,235,546094000,0,0.09
Northeastern Illinois University Cogen,531682.406,680555.1886,0,0,0,11.68,GAS_SMALL,EIA,unknown,IL,235,33320,0,0.06
Butler-Warner Generation Plant,-129104.6378,1543808.975,0,0,0,0,GAS_SMALL,EIA,unknown,NC,235,4204552,0,0.06
Presence Saint Mary of Nazareth Hospital,523247.5598,684274.5612,0,0,0,2.18,GAS_SMALL,EIA,unknown,IL,235,0,0,0.06
Mountain Lake,721367.5501,84510.65989,0,0,0,2.76,GAS_SMALL,EIA,unknown,MN,235,4886,0,0.07
Girard,1484.575765,101628.9851,0,0,0,23.14,GAS_SMALL,EIA,unknown,KS,235,40663,0,0.07
Grayling Generating Station,848188.7959,893661.2474,0,0,0,262.01,GAS_SMALL,EIA,unknown,MI,235,339155,0,0.08
"Cleveland, OH",535126.1915,1183021.84,0,35451,0,0,Import,"HIFLD, USITC","Cleveland, OH",OH,0,0,0,0.07
West Point Municipal,486999.5304,-58822.53409,0,0,0,13.21,GAS_SMALL,EIA,unknown,NE,235,2352,0,0.07
Miles City GT,1034571.133,-753819.7186,0,0,0,196.31,GAS_SMALL,EIA,unknown,MT,235,124807,0,0.05
Broken Bow,443114.0038,-301867.2898,0,0,0,26.85,GAS_SMALL,EIA,unknown,NE,235,62384,0,0.12
West 41st Street,534096.5922,1179607.657,0,0,0,214.78,GAS_SMALL,EIA,unknown,OH,235,330307,0,0.07
Collinwood,544842.3259,1188575.541,0,0,0,0.32,GAS_SMALL,EIA,unknown,OH,235,0,0,0.07
Nine Springs,639027.9142,537811.1982,0,0,0,76.74,GAS_SMALL,EIA,unknown,WI,235,37000,0,0.08
Fitchburg,635793.33,529772.3611,0,0,0,61.14,GAS_SMALL,EIA,unknown,WI,235,-150000,0,0.08
Sycamore (WI),647611.1334,540927.2586,0,0,0,46.44,GAS_SMALL,EIA,unknown,WI,235,-220000,0,0.08
Paxton Creek Cogeneration,471579.7226,1601390.748,0,0,0,111.66,GAS_SMALL,EIA,unknown,PA,235,217403,67,0.07
Univ of Oregon Central Power Station,1038823.2,-2132958.042,0,0,0,2.12,GAS_SMALL,EIA,unknown,OR,235,12982,0,0.06
Bloomfield,364588.6862,299467.1416,0,0,0,47.29,GAS_SMALL,EIA,unknown,IA,235,67506,0,0.09
Rifle Generating Station,287693.5875,-996755.9523,0,0,0,0,GAS_SMALL,EIA,unknown,CO,235,2931000,0,0.07
Deer Park,-868355.1507,84214.94185,756592290,0,0,0,Ethane Cracker,EIA,Shell Chemicals Ltd.,TX,0,0,0,0.05
Bridgeport Energy Project,638045.661,1881082.926,0,0,0,0,GAS_SMALL,EIA,unknown,CT,235,1244664000,0,0.14
Ennis Power Company LLC,-579116.3594,-63224.8133,0,0,0,0,GAS_SMALL,EIA,unknown,TX,235,580242000,0,0.05
Newman,-563032.6661,-979261.2957,0,0,0,0,GAS_SMALL,EIA,unknown,TX,235,884589490,0,0.06
Marcus Hook Refinery Cogen,447117.7453,1731849.614,0,0,0,109.11,GAS_SMALL,EIA,unknown,PA,235,54000,248,0.07
Emerson,535224.2653,-59751.09984,0,0,0,0.37,GAS_SMALL,EIA,unknown,NE,235,179,0,0.13
Baldwin City Plant No 2,142069.1187,69550.60052,0,0,0,83.43,GAS_SMALL,EIA,unknown,KS,235,152057,0,0.08
Newark Bay Cogeneration Project,570701.8046,1816014.114,0,0,0,0,GAS_SMALL,EIA,unknown,NJ,235,7992800,0,0.05
Baldwin City Plant No 1,143148.4353,69998.11614,0,0,0,17.3,GAS_SMALL,EIA,unknown,KS,235,28421,0,0.08
Cascade,548199.1738,408408.014,0,0,0,2.92,GAS_SMALL,EIA,unknown,IA,235,4613,0,0.07
Straits,975904.0767,873214.0963,0,0,0,193.65,GAS_SMALL,EIA,unknown,MI,235,184000,0,0.09
Standby Generation Plant,-746130.1406,838649.6729,0,0,0,82.95,GAS_SMALL,EIA,unknown,FL,235,93000,0,0.08
High Street Station,851279.8817,2022949.312,0,0,0,42.35,GAS_SMALL,EIA,unknown,MA,235,69306,0,0.13
Thomas Fitzhugh,-225959.287,197479.1092,0,0,0,0,GAS_SMALL,EIA,unknown,AR,235,72482000,0,0.05
Erving Paper Mills,809058.8806,1906133.988,0,0,0,0,GAS_SMALL,EIA,unknown,MA,235,2227120,0,0.13
Ottawa,125271.5086,62125.45595,0,0,0,157.3,GAS_SMALL,EIA,unknown,KS,235,41000,0,0.08
Freestone Energy Center,-627175.1744,-10650.69089,0,0,0,0,GAS_SMALL,EIA,unknown,TX,235,2324158000,0,0.05
Wells IC,701223.1815,182542.1484,0,0,0,73.02,GAS_SMALL,EIA,unknown,MN,235,148656,0,0.08
Fresno Cogen Partners,170393.2265,-2112721.512,0,0,0,0,GAS_SMALL,EIA,unknown,CA,235,452000,0,0.12
Algonquin Power Sanger LLC,165649.6862,-2063864.591,0,0,0,0,GAS_SMALL,EIA,unknown,CA,235,27721000,0,0.12
Haefling,125118.1221,995097.9634,0,0,0,19.58,GAS_SMALL,EIA,unknown,KY,235,-91423,0,0.06
Eastman Chemical Texas City,-905393.3428,107421.1896,0,0,279866777.7,0,Acetic Acid Plant,IHS,Eastman Chemical,TX,0,0,0,0.05
WYNNEWOOD REFINING CO,-320719.6351,-106359.2055,0,0,0,0,Hydrogen Plant,EPA FLIGHT,unknown,OK,75,0,0,0.05
Preston (MN),696767.6918,314466.818,0,0,0,47.45,GAS_SMALL,EIA,unknown,MN,235,72913,0,0.08
Spring Valley,698160.1113,289798.6721,0,0,0,0.58,GAS_SMALL,EIA,unknown,MN,235,2031,0,0.08
Batavia Power Plant,749427.0934,1438584.783,0,0,0,0,GAS_SMALL,EIA,unknown,NY,235,10226000,0,0.06
Pueblo Airport Generating Station,125101.8978,-737419.9281,0,0,0,0,GAS_SMALL,EIA,unknown,CO,235,251390000,0,0.09
Eagle Point Power Generation,459082.2919,1752558.004,0,0,0,0,GAS_SMALL,EIA,unknown,NJ,235,154391000,0,0.09
Grays Harbor Energy Facility,1359101.51,-2071510.579,0,0,0,0,GAS_SMALL,EIA,unknown,WA,235,994656000,0,0.06
Franklin (NE),294057.1973,-249354.0616,0,0,0,13.59,GAS_SMALL,EIA,unknown,NE,235,18857,0,0.08
Curtis,359926.2868,-378581.387,0,0,0,42.08,GAS_SMALL,EIA,unknown,NE,235,42229,0,0.09
Sauder Power Plant,509533.1409,967277.1676,0,0,0,266.04,GAS_SMALL,EIA,unknown,OH,235,138997,3631,0.05
Athens Generating Plant,745223.3519,1798760.326,0,0,0,0,GAS_SMALL,EIA,unknown,NY,235,1265275000,0,0.06
Gaston Memorial Hospital,-144648.5483,1334974.96,0,0,0,0.85,GAS_SMALL,EIA,unknown,NC,235,2000,0,0.06
Freeport,-948361.5005,58148.70952,1500000000,0,0,0,Ethane Cracker,EIA,Dow Chemical Co.,TX,0,0,0,0.05
Geismar,-802216.2854,478339.2825,884500000,0,0,0,Ethane Cracker,EIA,Williams Olefins,LA,0,0,0,0.08
Lyondell Basell La Porte,-868298.7189,90129.41124,0,0,256544546.2,0,Acetic Acid Plant,IHS,Lyondell Basell,TX,0,0,0,0.05
Stony Brook,763178.3915,1907356,0,0,0,0,GAS_SMALL,EIA,unknown,MA,235,15510349,0,0.12
Masspower,758569.3596,1907511.619,0,0,0,0,GAS_SMALL,EIA,unknown,MA,235,156233000,0,0.12
Genesee Power Station LP,690120.4035,995855.2182,0,0,0,90.38,GAS_SMALL,EIA,unknown,MI,235,97643,0,0.08
Paragould Reciprocating,-151176.9296,490097.0155,0,0,0,271.56,GAS_SMALL,EIA,unknown,AR,235,512000,0,0.07
Eastman Kingsport,-23992.85271,1189170.772,0,0,186577851.8,0,Acetic Acid Plant,IHS,Eastman Chemical,TN,0,0,0,0.06
Eastman Chemical Kingston,-25138.52825,1189374.069,0,0,118943380.5,0,Acetic Acid Plant,IHS,Eastman Chemical,TN,0,0,0,0.06
Kuraray La Porte,-870068.5787,92633.36589,0,0,70899583.68,0,Acetic Acid Plant,IHS,Kuraray,TX,0,0,0,0.05
Celanese Clear Lake,-878873.5665,90485.25837,0,0,699666944.2,0,Acetic Acid Plant,IHS,Celanese,TX,0,0,0,0.05
Primester Kingsport,-25931.69112,1189780.883,0,0,44312239.8,0,Acetic Acid Plant,IHS,Primester,TN,0,0,0,0.06
Ingelside,-1078456.467,-144303.3708,498951750,0,0,0,Ethane Cracker,EIA,Occidental Chemical/Mexichem,TX,0,0,0,0.05
La Porte,-869043.4229,90142.90484,1152000000,0,0,0,Ethane Cracker,EIA,Equistar Chemicals LP (LyondellBasell),TX,0,0,0,0.05
Lake Charles,-806370.9079,261893.8441,1360777500,0,0,0,Ethane Cracker,EIA,Sasol North America Inc.,LA,0,0,0,0.03
Longview,-558424.3192,117722.1816,640000000,0,0,0,Ethane Cracker,EIA,Eastman Chemical Co.,TX,0,0,0,0.05
Morris,464448.7149,635627.267,549000000,0,0,0,Ethane Cracker,EIA,Equistar Chemicals LP (LyondellBasell),IL,0,0,0,0.06
T H Wharton,-843768.9375,45273.83779,0,0,0,0,GAS_SMALL,EIA,unknown,TX,235,143714000,0,0.05
Pasadena Cogeneration,-867601.8784,79636.83952,0,0,0,0,GAS_SMALL,EIA,unknown,TX,235,1316861000,0,0.05
"Houston-Galveston, TX",-865222.9847,68285.13068,0,181923,0,0,Import,"HIFLD, USITC","Houston-Galveston, TX",TX,0,0,0,0.05
Algonquin Windsor Locks,731032.7876,1905707.854,0,0,0,0,GAS_SMALL,EIA,unknown,CT,235,13526077,0,0.14
Paragould Turbine,-151167.9983,490111.7966,0,0,0,34.55,GAS_SMALL,EIA,unknown,AR,235,47000,0,0.07
Riverside (MN),844267.8984,214457.391,0,0,0,0,GAS_SMALL,EIA,unknown,MN,235,842519054,0,0.08
Hidalgo Energy Center,-1239010.024,-218938.403,0,0,0,0,GAS_SMALL,EIA,unknown,TX,235,732875000,0,0.06
H L Culbreath Bayside Power Station,-973394.5744,1337115.319,0,0,0,0,GAS_SMALL,EIA,unknown,FL,235,2311363000,0,0.08
James River Power Station,-40387.94657,241004.5856,0,0,0,226.13,GAS_SMALL,EIA,unknown,MO,235,264000,0,0.07
Hinds Energy Facility,-556319.3093,540671.7424,0,0,0,0,GAS_SMALL,EIA,unknown,MS,235,1094253000,0,0.05
Mangum,-287158.7164,-317417.2873,0,0,0,10.83,GAS_SMALL,EIA,unknown,OK,235,10856,0,0.04
Mid-Georgia Cogeneration Facility,-485414.1464,1155416.318,0,0,0,0,GAS_SMALL,EIA,unknown,GA,235,59602631,0,0.08
Oxford (NE),314891.8623,-304383.4303,0,0,0,18.73,GAS_SMALL,EIA,unknown,NE,235,24945,0,0.16
Anthony,-37122.1391,-178686.0253,0,0,0,117.55,GAS_SMALL,EIA,unknown,KS,235,141286,0,0.08
Bayonne Cogen Plant,564017.8003,1819092.151,0,0,0,0,GAS_SMALL,EIA,unknown,NJ,235,974850,0,0.05
Geneseo,457681.7144,484849.6564,0,0,0,62.46,GAS_SMALL,EIA,unknown,IL,235,87333,0,0.06
Gilbert,534582.882,1735326.747,0,0,0,0,GAS_SMALL,EIA,unknown,NJ,235,-2738000,0,0.1
Hillsdale,549566.1515,934235.6772,0,0,0,215.73,GAS_SMALL,EIA,unknown,MI,235,494126,0,0.08
Norco,-821469.486,537047.1943,1500000000,0,0,0,Ethane Cracker,EIA,Shell Chemicals Ltd.,LA,0,0,0,0.05
LaO Energy Systems,-790564.5209,457538.55,0,0,0,0,GAS_SMALL,EIA,unknown,LA,235,155070546,0,0.06
Plaquemine Cogeneration Plant,-790231.2885,457310.3374,0,0,0,0,GAS_SMALL,EIA,unknown,LA,235,-34005323,0,0.06
El Centro,-339194.4282,-1806407.771,0,0,0,0,GAS_SMALL,EIA,unknown,CA,235,250876000,0,0.12
Stuart (NE),575389.4226,-256357.0936,0,0,0,4.09,GAS_SMALL,EIA,unknown,NE,235,6000,0,0.11
Engineered Carbons Borger Cogen,-191403.2924,-487157.0072,0,0,0,296.08,GAS_SMALL,EIA,unknown,TX,235,321575,0,0.04
Algona,625425.3884,142623.2625,0,0,0,0.64,GAS_SMALL,EIA,unknown,IA,235,1234,0,0.07
State Line Combined Cycle,-47755.71913,122078.5254,0,0,0,0,GAS_SMALL,EIA,unknown,MO,235,973967000,0,0.08
Jasper,-466170.3465,1387006.224,0,0,0,0,GAS_SMALL,EIA,unknown,SC,235,1879139227,0,0.07
Western Michigan University Power Plant,581965.9098,849921.6189,0,0,0,0,GAS_SMALL,EIA,unknown,MI,235,4304860,0,0.07
Hunterdon Cogen Facility,545540.4565,1752471.578,0,0,0,174.5,GAS_SMALL,EIA,unknown,NJ,235,169000,800,0.1
Ubly,768398.4287,1044761.323,0,0,0,5.15,GAS_SMALL,EIA,unknown,MI,235,7899,0,0.07
Cane Run,123184.3075,875613.1105,0,0,0,0,GAS_SMALL,EIA,unknown,KY,235,1694913000,0,0.07
Beaumont,-828078.3644,185729.6125,0,0,0,0,Ethane Cracker,EIA,ExxonMobil Chemical Co.,TX,0,0,0,0.05
Orange,-828744.9842,216205.3472,791000000,0,0,0,Ethane Cracker,EIA,Dupont,TX,0,0,0,0.05
Plaquemine,-790626.6644,457545.4193,1008000000,0,0,0,Ethane Cracker,EIA,Dow Chemical Co.,LA,0,0,0,0.06
Point Comfort,-981559.102,-53320.21636,1500000000,0,0,0,Ethane Cracker,EIA,Formosa Plastics Corp.,TX,0,0,0,0.07
Port Arthur,-846231.8384,196138.6114,634000000,0,0,0,Ethane Cracker,EIA,Flint Hills Corp.,TX,0,0,0,0.05
Motiva Enterprises Port Arthur Refinery,-847655.6818,197741.3383,0,0,0,0,GAS_SMALL,EIA,unknown,TX,235,172225180,0,0.05
Tecumseh,321257.232,-15996.21806,0,0,0,66.71,GAS_SMALL,EIA,unknown,NE,235,108442,0,0.07
"New Orleans, LA",-829185.4045,570303.9551,0,122660,0,0,Import,"HIFLD, USITC","New Orleans, LA",LA,0,0,0,0.05
Maquoketa 1,520413.1986,438436.7696,0,0,0,10.35,GAS_SMALL,EIA,unknown,IA,235,-83186,0,0.06
Currant Creek,372665.747,-1342015.288,0,0,0,0,GAS_SMALL,EIA,unknown,UT,235,848529000,0,0.06
Carthage,-34898.13612,149560.9466,0,0,0,285.41,GAS_SMALL,EIA,unknown,MO,235,-8630,0,0.08
Cane Run,123184.3075,875613.1105,0,0,0,28.55,GAS_SMALL,EIA,unknown,KY,235,27785,0,0.07
Zorn,135750.2952,890555.5235,0,0,0,0.16,GAS_SMALL,EIA,unknown,KY,235,-73000,0,0.07
"Pastoria Energy Facility, LLC",-37479.72615,-2049100.895,0,0,0,0,GAS_SMALL,EIA,unknown,CA,235,1515458000,0,0.11
Grand Isle Gas Plant / Treating Station,-901753.6712,585852.7289,0,0,0,2.81,GAS_SMALL,EIA,unknown,LA,235,0,0,0.05
Brooklyn Navy Yard Cogeneration,571429.7799,1829064.175,0,0,0,0,GAS_SMALL,EIA,unknown,NY,235,337569640,0,0.06
Edwardsport,181110.2564,751937.986,0,0,0,0,COAL_SMALL,EIA,unknown,IN,217,466659028,0,0.09
Edwardsport,181110.2564,751937.986,0,0,0,0,COAL_SMALL,EIA,unknown,IN,217,926277481,0,0.09
Edwardsport,181110.2564,751937.986,0,0,0,0,GAS_SMALL,EIA,unknown,IN,235,435506491,0,0.09
BP Whiting Business Unit,498782.2868,703247.8377,0,0,0,0,Hydrogen Plant,EPA FLIGHT,unknown,IN,75,0,0,0.07
Gardner Energy Center,149720.2163,95435.47068,0,0,0,33.75,GAS_SMALL,EIA,unknown,KS,235,35000,0,0.07
Mora,939420.6922,210186.2029,0,0,0,97.81,GAS_SMALL,EIA,unknown,MN,235,36920,0,0.07
WestRock (IL),504227.4953,636487.8803,0,0,0,14.97,GAS_SMALL,EIA,unknown,IL,235,26000,0,0.07
Chatham,657001.0536,862821.7986,0,0,0,46.65,GAS_SMALL,EIA,unknown,MI,235,55000,0,0.08
Kingfisher,-182255.5038,-172531.2076,0,0,0,4.3,GAS_SMALL,EIA,unknown,OK,235,6211,0,0.05
French Island,717952.7552,379615.7546,0,0,0,236.64,GAS_SMALL,EIA,unknown,WI,235,188432,0,0.08
Grayson,-136549.6189,-2020075.473,0,0,0,0,GAS_SMALL,EIA,unknown,CA,235,1020000,0,0.11
Harbor,-178666.7026,-2028942.392,0,0,0,0,GAS_SMALL,EIA,unknown,CA,235,8073000,0,0.11
Glenarm,-142498.8565,-2009373.59,0,0,0,0,GAS_SMALL,EIA,unknown,CA,235,6844320,0,0.11
Total Energy Facilities,-178532.1882,-2030612.178,0,0,0,0,GAS_SMALL,EIA,unknown,CA,235,392909,0,0.11
El Segundo Cogen,-161033.4729,-2037711.46,0,0,0,0,GAS_SMALL,EIA,unknown,CA,235,74284973,0,0.11
Pitchess Cogen Station,-96292.16552,-2040054.486,0,0,0,0,GAS_SMALL,EIA,unknown,CA,235,25787000,0,0.11
El Segundo Energy Center LLC,-160046.9339,-2039542.071,0,0,0,0,GAS_SMALL,EIA,unknown,CA,235,284972000,0,0.11
"Los Angeles, CA",-178465.6437,-2026568.753,0,473004,0,0,Import,"HIFLD, USITC","Los Angeles, CA",CA,0,0,0,0.11
Cheyenne Prairie Generating Station,439346.2931,-725342.4926,0,0,0,0,GAS_SMALL,EIA,unknown,WY,235,43098000,0,0.07
Lake Forest Hospital,561080.0529,666047.132,0,0,0,112.99,GAS_SMALL,EIA,unknown,IL,235,280000,0,0.06
Painesville,567822.1943,1212964.957,0,0,0,216.21,GAS_SMALL,EIA,unknown,OH,235,220797,0,0.07
Terry Bundy Generating Station,382253.0224,-51223.23209,0,0,0,4.14,GAS_SMALL,EIA,unknown,NE,235,16827000,0,0.07
Ironwood LLC,489694.8199,1641638.022,0,0,0,0,GAS_SMALL,EIA,unknown,PA,235,1755203000,0,0.08
Ratkovich Alhambra,-147290.5932,-2010747.372,0,0,0,243.43,GAS_SMALL,EIA,unknown,CA,235,236000,0,0.11
Fort Myers,-1096100.5,1419569.177,0,0,0,0,GAS_SMALL,EIA,unknown,FL,235,3224464000,0,0.08
Magnolia Power Project,-133259.9372,-2022779.337,0,0,0,32.96,GAS_SMALL,EIA,unknown,CA,235,605329000,0,0.11
